Total Length of Fwd Packets,Total Length of Bwd Packets,Label
11607.0,62.0,BENIGN
12.0,0.0,BENIGN
514.0,1775.0,BENIGN
974.0,7387.0,BENIGN
440.0,859.0,BENIGN
96.0,268.0,BENIGN
1155.0,5351.0,BENIGN
64.0,258.0,BENIGN
104.0,352.0,BENIGN
0.0,0.0,BENIGN
68.0,138.0,BENIGN
100.0,186.0,BENIGN
48.0,48.0,BENIGN
106.0,276.0,BENIGN
726.0,785.0,BENIGN
0.0,0.0,BENIGN
88.0,344.0,BENIGN
104.0,193.0,BENIGN
62.0,94.0,BENIGN
54.0,0.0,BENIGN
4.0,12.0,BENIGN
113.0,331.0,BENIGN
845.0,32337.0,BENIGN
1105.0,5285.0,BENIGN
639.0,1039.0,BENIGN
56.0,116.0,BENIGN
1222.0,863.0,BENIGN
40.0,94.0,BENIGN
84.0,140.0,BENIGN
0.0,18.0,BENIGN
340.0,71484.0,BENIGN
0.0,0.0,BENIGN
12.0,0.0,BENIGN
188.0,256.0,BENIGN
76.0,300.0,BENIGN
401.0,442.0,BENIGN
72.0,104.0,BENIGN
6.0,6.0,BENIGN
12.0,0.0,BENIGN
47.0,63.0,BENIGN
49.0,177.0,BENIGN
104.0,178.0,BENIGN
73.0,154.0,BENIGN
72.0,104.0,BENIGN
37.0,0.0,BENIGN
90.0,522.0,BENIGN
58.0,220.0,BENIGN
123.0,46.0,BENIGN
154.0,282.0,BENIGN
33.0,102.0,BENIGN
0.0,212.0,BENIGN
62.0,90.0,BENIGN
312.0,145.0,BENIGN
12.0,0.0,BENIGN
148.0,262.0,BENIGN
94.0,206.0,BENIGN
11607.0,62.0,BENIGN
106.0,194.0,BENIGN
4.0,0.0,BENIGN
1323.0,1369.0,BENIGN
66.0,98.0,BENIGN
68.0,164.0,BENIGN
46.0,74.0,BENIGN
493.0,3533.0,BENIGN
0.0,0.0,BENIGN
12.0,0.0,BENIGN
60.0,130.0,BENIGN
0.0,0.0,BENIGN
68.0,422.0,BENIGN
124.0,0.0,BENIGN
382.0,4720.0,BENIGN
54.0,86.0,BENIGN
0.0,0.0,BENIGN
37.0,0.0,BENIGN
66.0,122.0,BENIGN
0.0,0.0,BENIGN
136.0,422.0,BENIGN
37.0,0.0,BENIGN
11070.0,4531.0,BENIGN
451.0,5386.0,BENIGN
977.0,783.0,BENIGN
56.0,123.0,BENIGN
0.0,0.0,BENIGN
92.0,206.0,BENIGN
94.0,210.0,BENIGN
4.0,24.0,BENIGN
6.0,6.0,BENIGN
49.0,99.0,BENIGN
43.0,214.0,BENIGN
97.0,178.0,BENIGN
60.0,354.0,BENIGN
76.0,108.0,BENIGN
609.0,2758.0,BENIGN
88.0,210.0,BENIGN
4.0,12.0,BENIGN
82.0,114.0,BENIGN
0.0,0.0,BENIGN
12.0,0.0,BENIGN
382.0,3508.0,BENIGN
37.0,0.0,BENIGN
0.0,0.0,BENIGN
1588.0,28611.0,BENIGN
368.0,2772.0,BENIGN
0.0,0.0,BENIGN
6.0,12.0,BENIGN
180.0,244.0,BENIGN
371.0,4634.0,BENIGN
78.0,110.0,BENIGN
0.0,0.0,BENIGN
85.0,133.0,BENIGN
1578.0,5479.0,BENIGN
4.0,12.0,BENIGN
0.0,0.0,BENIGN
41.0,114.0,BENIGN
64.0,96.0,BENIGN
306.0,145.0,BENIGN
974.0,7387.0,BENIGN
48.0,112.0,BENIGN
90.0,164.0,BENIGN
45.0,356.0,BENIGN
2664.0,6954.0,BENIGN
6.0,37.0,BENIGN
52.0,68.0,BENIGN
96.0,268.0,BENIGN
6.0,6.0,BENIGN
939.0,557.0,BENIGN
48.0,115.0,BENIGN
799.0,469.0,BENIGN
66.0,140.0,BENIGN
86.0,214.0,BENIGN
0.0,0.0,BENIGN
52.0,120.0,BENIGN
37.0,0.0,BENIGN
4.0,0.0,BENIGN
5329.0,4130.0,BENIGN
58.0,210.0,BENIGN
6.0,6.0,BENIGN
6.0,6.0,BENIGN
76.0,180.0,BENIGN
76.0,128.0,BENIGN
102.0,224.0,BENIGN
713.0,479.0,BENIGN
0.0,0.0,BENIGN
800.0,698.0,BENIGN
137.0,256.0,BENIGN
6.0,30.0,BENIGN
564.0,4210.0,BENIGN
3048.0,2956.0,BENIGN
1174.0,1696.0,BENIGN
356.0,3782.0,BENIGN
12.0,0.0,BENIGN
80.0,198.0,BENIGN
74.0,106.0,BENIGN
112.0,368.0,BENIGN
12.0,0.0,BENIGN
836.0,5293.0,BENIGN
1516.0,48082.0,BENIGN
64.0,144.0,BENIGN
33695.0,305350.0,BENIGN
486.0,444.0,BENIGN
813.0,4890.0,BENIGN
168.0,162.0,BENIGN
0.0,0.0,BENIGN
12.0,0.0,BENIGN
68.0,212.0,BENIGN
12.0,0.0,BENIGN
12.0,0.0,BENIGN
0.0,0.0,BENIGN
41.0,105.0,BENIGN
0.0,0.0,BENIGN
88.0,664.0,BENIGN
37.0,0.0,BENIGN
136.0,316.0,BENIGN
12.0,0.0,BENIGN
57.0,108.0,BENIGN
2498.0,19604.0,BENIGN
31.0,12.0,BENIGN
440.0,859.0,BENIGN
82.0,146.0,BENIGN
206.0,482.0,BENIGN
31.0,0.0,BENIGN
596.0,4108.0,BENIGN
0.0,0.0,BENIGN
727.0,4832.0,BENIGN
96.0,180.0,BENIGN
49.0,133.0,BENIGN
46.0,196.0,BENIGN
6.0,6.0,BENIGN
76.0,108.0,BENIGN
68.0,182.0,BENIGN
1756.0,3184.0,BENIGN
82.0,114.0,BENIGN
66.0,130.0,BENIGN
53.0,119.0,BENIGN
116.0,186.0,BENIGN
141.0,46.0,BENIGN
187.0,6.0,BENIGN
63.0,143.0,BENIGN
49.0,105.0,BENIGN
168.0,424.0,BENIGN
152.0,418.0,BENIGN
94.0,203.0,BENIGN
2553.0,7735.0,BENIGN
84.0,204.0,BENIGN
12.0,0.0,BENIGN
84.0,282.0,BENIGN
0.0,0.0,BENIGN
1097.0,5202.0,BENIGN
2062.0,13854.0,BENIGN
70.0,102.0,BENIGN
64.0,258.0,BENIGN
0.0,0.0,BENIGN
6582.0,799895.0,BENIGN
53.0,119.0,BENIGN
617.0,0.0,BENIGN
136.0,472.0,BENIGN
6165.0,49011.0,BENIGN
12.0,0.0,BENIGN
84.0,310.0,BENIGN
1070.0,394.0,BENIGN
1152.0,1167.0,BENIGN
4821.0,10623.0,BENIGN
70.0,174.0,BENIGN
699.0,18654.0,BENIGN
2.0,6.0,BENIGN
58.0,210.0,BENIGN
8546.0,3281.0,BENIGN
0.0,0.0,BENIGN
350.0,5414.0,BENIGN
86.0,204.0,BENIGN
187.0,92.0,BENIGN
220.0,452.0,BENIGN
865.0,3924.0,BENIGN
387.0,4099.0,BENIGN
383.0,3196.0,BENIGN
4.0,12.0,BENIGN
70.0,182.0,BENIGN
352.0,3782.0,BENIGN
46.0,46.0,BENIGN
969.0,6827.0,BENIGN
62.0,190.0,BENIGN
104.0,352.0,BENIGN
41.0,57.0,BENIGN
0.0,0.0,BENIGN
12.0,0.0,BENIGN
37.0,0.0,BENIGN
0.0,0.0,BENIGN
4890.0,477173.0,BENIGN
0.0,0.0,BENIGN
54.0,176.0,BENIGN
0.0,0.0,BENIGN
12.0,6.0,BENIGN
187.0,6.0,BENIGN
119.0,246.0,BENIGN
6.0,6.0,BENIGN
11601.0,26.0,BENIGN
0.0,0.0,BENIGN
0.0,0.0,BENIGN
50.0,66.0,BENIGN
66.0,206.0,BENIGN
993.0,6596.0,BENIGN
48.0,48.0,BENIGN
50.0,6.0,BENIGN
82.0,202.0,BENIGN
83.0,6.0,BENIGN
0.0,0.0,BENIGN
62.0,126.0,BENIGN
4.0,12.0,BENIGN
74.0,106.0,BENIGN
49.0,146.0,BENIGN
112.0,3757.0,BENIGN
1087.0,5809.0,BENIGN
152.0,154.0,BENIGN
76.0,180.0,BENIGN
94.0,350.0,BENIGN
74.0,0.0,BENIGN
48479.0,9521.0,BENIGN
0.0,0.0,BENIGN
12.0,6.0,BENIGN
44.0,72.0,BENIGN
1958.0,5273.0,BENIGN
0.0,12.0,BENIGN
70.0,126.0,BENIGN
484.0,1785.0,BENIGN
76.0,290.0,BENIGN
50.0,78.0,BENIGN
70.0,166.0,BENIGN
76.0,108.0,BENIGN
82.0,208.0,BENIGN
0.0,0.0,BENIGN
379.0,3903.0,BENIGN
52.0,80.0,BENIGN
104.0,352.0,BENIGN
508.0,4128.0,BENIGN
0.0,0.0,BENIGN
0.0,0.0,BENIGN
2255.0,3742.0,BENIGN
51.0,113.0,BENIGN
12.0,0.0,BENIGN
83.0,0.0,BENIGN
6.0,6.0,BENIGN
54.0,168.0,BENIGN
12.0,0.0,BENIGN
535.0,4645.0,BENIGN
70.0,102.0,BENIGN
46.0,46.0,BENIGN
56.0,120.0,BENIGN
46.0,46.0,BENIGN
713.0,479.0,BENIGN
2280.0,5062.0,BENIGN
18467.0,24.0,BENIGN
64.0,204.0,BENIGN
92.0,248.0,BENIGN
84.0,284.0,BENIGN
51.0,111.0,BENIGN
363.0,5199.0,BENIGN
74.0,262.0,BENIGN
56.0,164.0,BENIGN
31.0,0.0,BENIGN
46.0,106.0,BENIGN
37.0,0.0,BENIGN
88.0,200.0,BENIGN
112.0,144.0,BENIGN
0.0,0.0,BENIGN
12.0,0.0,BENIGN
74.0,148.0,BENIGN
0.0,0.0,BENIGN
327.0,143.0,BENIGN
12.0,6.0,BENIGN
72.0,184.0,BENIGN
119.0,387.0,BENIGN
0.0,0.0,BENIGN
381.0,4550.0,BENIGN
12.0,0.0,BENIGN
112.0,158.0,BENIGN
94.0,256.0,BENIGN
0.0,0.0,BENIGN
563.0,3833.0,BENIGN
46.0,46.0,BENIGN
1002.0,1384.0,BENIGN
72.0,200.0,BENIGN
88.0,662.0,BENIGN
43.0,59.0,BENIGN
1649.0,501.0,BENIGN
507.0,235.0,BENIGN
49.0,114.0,BENIGN
53.0,128.0,BENIGN
60.0,616.0,BENIGN
1234.0,612.0,BENIGN
82.0,204.0,BENIGN
62.0,202.0,BENIGN
72.0,328.0,BENIGN
58.0,190.0,BENIGN
0.0,0.0,BENIGN
62.0,126.0,BENIGN
6.0,6.0,BENIGN
0.0,0.0,BENIGN
76.0,206.0,BENIGN
308.0,5273.0,BENIGN
938.0,3560.0,BENIGN
2990.0,2916.0,BENIGN
18.0,0.0,BENIGN
150.0,406.0,BENIGN
86.0,214.0,BENIGN
135.0,46.0,BENIGN
50.0,114.0,BENIGN
0.0,0.0,BENIGN
62.0,240.0,BENIGN
4.0,0.0,BENIGN
0.0,0.0,BENIGN
1362.0,4520.0,BENIGN
68.0,132.0,BENIGN
59.0,120.0,BENIGN
825.0,3585.0,BENIGN
759.0,3551.0,BENIGN
78.0,110.0,BENIGN
45.0,125.0,BENIGN
12.0,0.0,BENIGN
540.0,3840.0,BENIGN
53.0,117.0,BENIGN
4.0,12.0,BENIGN
68.0,132.0,BENIGN
6.0,30.0,BENIGN
280.0,6.0,BENIGN
253.0,6.0,BENIGN
506.0,213.0,BENIGN
1048.0,588.0,BENIGN
18.0,0.0,BENIGN
0.0,0.0,BENIGN
6.0,6.0,BENIGN
0.0,0.0,BENIGN
12.0,0.0,BENIGN
72.0,328.0,BENIGN
1462.0,6375.0,BENIGN
0.0,0.0,BENIGN
6.0,30.0,BENIGN
0.0,0.0,BENIGN
44.0,103.0,BENIGN
90.0,354.0,BENIGN
0.0,0.0,BENIGN
68.0,166.0,BENIGN
65.0,0.0,BENIGN
0.0,0.0,BENIGN
366.0,3968.0,BENIGN
43.0,6.0,BENIGN
12.0,0.0,BENIGN
414.0,326.0,BENIGN
4.0,12.0,BENIGN
0.0,0.0,BENIGN
149.0,290.0,BENIGN
1387.0,1072.0,BENIGN
6.0,6.0,BENIGN
68.0,140.0,BENIGN
74.0,558.0,BENIGN
0.0,0.0,BENIGN
6.0,6.0,BENIGN
0.0,0.0,BENIGN
82.0,114.0,BENIGN
47.0,154.0,BENIGN
56.0,84.0,BENIGN
54.0,138.0,BENIGN
70.0,216.0,BENIGN
148.0,236.0,BENIGN
66.0,98.0,BENIGN
6.0,6.0,BENIGN
47.0,150.0,BENIGN
813.0,14301.0,BENIGN
0.0,0.0,BENIGN
96.0,96.0,BENIGN
12.0,0.0,BENIGN
53.0,0.0,BENIGN
72.0,246.0,BENIGN
0.0,6.0,BENIGN
66.0,290.0,BENIGN
82.0,248.0,BENIGN
280.0,6.0,BENIGN
68.0,250.0,BENIGN
540.0,4482.0,BENIGN
12.0,0.0,BENIGN
84.0,284.0,BENIGN
1547.0,7890.0,BENIGN
88.0,120.0,BENIGN
74.0,262.0,BENIGN
399.0,3667.0,BENIGN
647.0,4477.0,BENIGN
148.0,202.0,BENIGN
31.0,0.0,BENIGN
844.0,674.0,BENIGN
392.0,1008.0,BENIGN
599.0,160.0,BENIGN
559.0,3833.0,BENIGN
1243.0,714.0,BENIGN
31.0,6.0,BENIGN
0.0,0.0,BENIGN
116.0,458.0,BENIGN
64.0,204.0,BENIGN
12.0,6.0,BENIGN
1200.0,1659.0,BENIGN
2613.0,0.0,BENIGN
88.0,120.0,BENIGN
82.0,114.0,BENIGN
4.0,12.0,BENIGN
50.0,172.0,BENIGN
6.0,6.0,BENIGN
58.0,114.0,BENIGN
11613.0,62.0,BENIGN
60.0,76.0,BENIGN
0.0,0.0,BENIGN
66.0,386.0,BENIGN
6.0,0.0,BENIGN
864.0,3548.0,BENIGN
0.0,1.0,BENIGN
871.0,60219.0,BENIGN
60.0,264.0,BENIGN
117.0,433.0,BENIGN
53.0,0.0,BENIGN
6.0,6.0,BENIGN
887.0,10457.0,BENIGN
46.0,106.0,BENIGN
276.0,246.0,BENIGN
0.0,0.0,BENIGN
12.0,0.0,BENIGN
6.0,12.0,BENIGN
37.0,0.0,BENIGN
6.0,6.0,BENIGN
0.0,0.0,BENIGN
1405.0,385.0,BENIGN
0.0,0.0,BENIGN
44.0,124.0,BENIGN
0.0,0.0,BENIGN
37.0,0.0,BENIGN
656.0,30148.0,BENIGN
115532.0,22723.0,BENIGN
0.0,0.0,BENIGN
24.0,0.0,BENIGN
84.0,162.0,BENIGN
50.0,6.0,BENIGN
60.0,414.0,BENIGN
62.0,0.0,BENIGN
881.0,783.0,BENIGN
0.0,0.0,BENIGN
43.0,0.0,BENIGN
359.0,7022.0,BENIGN
168.0,332.0,BENIGN
128.0,542.0,BENIGN
70.0,192.0,BENIGN
0.0,0.0,BENIGN
0.0,0.0,BENIGN
6.0,6.0,BENIGN
78.0,110.0,BENIGN
4.0,0.0,BENIGN
49.0,91.0,BENIGN
6.0,6.0,BENIGN
72.0,136.0,BENIGN
881.0,4451.0,BENIGN
12.0,0.0,BENIGN
76.0,146.0,BENIGN
84.0,182.0,BENIGN
52.0,80.0,BENIGN
160.0,272.0,BENIGN
72.0,154.0,BENIGN
66.0,190.0,BENIGN
44.0,250.0,BENIGN
460.0,92.0,BENIGN
6.0,6.0,BENIGN
60.0,358.0,BENIGN
82.0,284.0,BENIGN
443.0,872.0,BENIGN
6.0,6.0,BENIGN
76.0,236.0,BENIGN
76.0,122.0,BENIGN
78.0,290.0,BENIGN
4.0,0.0,BENIGN
74.0,224.0,BENIGN
51.0,92.0,BENIGN
49.0,93.0,BENIGN
60.0,264.0,BENIGN
31.0,0.0,BENIGN
4.0,12.0,BENIGN
68.0,158.0,BENIGN
64.0,140.0,BENIGN
60.0,76.0,BENIGN
124.0,0.0,BENIGN
92.0,170.0,BENIGN
793.0,0.0,BENIGN
12.0,0.0,BENIGN
1246.0,7667.0,BENIGN
94.0,256.0,BENIGN
46.0,174.0,BENIGN
12.0,0.0,BENIGN
74.0,358.0,BENIGN
60.0,264.0,BENIGN
70.0,194.0,BENIGN
74.0,480.0,BENIGN
48.0,126.0,BENIGN
64.0,96.0,BENIGN
96.0,180.0,BENIGN
0.0,0.0,BENIGN
0.0,0.0,BENIGN
64.0,250.0,BENIGN
6.0,6.0,BENIGN
12.0,0.0,BENIGN
96.0,96.0,BENIGN
56.0,115.0,BENIGN
839.0,63946.0,BENIGN
68.0,150.0,BENIGN
62.0,238.0,BENIGN
0.0,0.0,BENIGN
31.0,76.0,BENIGN
46.0,110.0,BENIGN
136.0,152.0,BENIGN
4.0,12.0,BENIGN
86.0,204.0,BENIGN
49.0,65.0,BENIGN
0.0,12.0,BENIGN
0.0,0.0,BENIGN
31.0,6.0,BENIGN
60.0,320.0,BENIGN
53.0,124.0,BENIGN
96.0,96.0,BENIGN
58.0,122.0,BENIGN
0.0,0.0,BENIGN
208.0,222.0,BENIGN
72.0,149.0,BENIGN
68.0,234.0,BENIGN
903.0,39418.0,BENIGN
54.0,110.0,BENIGN
6.0,6.0,BENIGN
1599.0,24774.0,BENIGN
70.0,102.0,BENIGN
6.0,6.0,BENIGN
70.0,262.0,BENIGN
135.0,46.0,BENIGN
64.0,96.0,BENIGN
74.0,154.0,BENIGN
0.0,0.0,BENIGN
31.0,0.0,BENIGN
40.0,116.0,BENIGN
523.0,6296.0,BENIGN
419.0,231985.0,BENIGN
129.0,92.0,BENIGN
70.0,350.0,BENIGN
18.0,0.0,BENIGN
31.0,0.0,BENIGN
0.0,0.0,BENIGN
80.0,452.0,BENIGN
726.0,1155.0,BENIGN
548.0,3910.0,BENIGN
76.0,252.0,BENIGN
118.0,305.0,BENIGN
400.0,235.0,BENIGN
5012.0,320.0,BENIGN
70.0,102.0,BENIGN
82.0,274.0,BENIGN
0.0,0.0,BENIGN
0.0,0.0,BENIGN
2728.0,6634.0,BENIGN
52.0,116.0,BENIGN
76.0,164.0,BENIGN
90.0,260.0,BENIGN
0.0,0.0,BENIGN
108.0,238.0,BENIGN
0.0,0.0,BENIGN
1534.0,0.0,BENIGN
74.0,214.0,BENIGN
0.0,0.0,BENIGN
12.0,0.0,BENIGN
48.0,48.0,BENIGN
100.0,132.0,BENIGN
0.0,0.0,BENIGN
17665.0,230091.0,BENIGN
12.0,0.0,BENIGN
403.0,557.0,BENIGN
1043.0,5177.0,BENIGN
50.0,6.0,BENIGN
76.0,172.0,BENIGN
94.0,256.0,BENIGN
4.0,0.0,BENIGN
1585.0,11480.0,BENIGN
56.0,97.0,BENIGN
53.0,101.0,BENIGN
61.0,111.0,BENIGN
0.0,0.0,BENIGN
1257.0,5301.0,BENIGN
64.0,204.0,BENIGN
40.0,56.0,BENIGN
510.0,4477.0,BENIGN
120.0,264.0,BENIGN
132.0,252.0,BENIGN
519.0,1598.0,BENIGN
0.0,0.0,BENIGN
743.0,616.0,BENIGN
160.0,404.0,BENIGN
82.0,160.0,BENIGN
43.0,43.0,BENIGN
102.0,306.0,BENIGN
49.0,177.0,BENIGN
4.0,12.0,BENIGN
1013.0,5451.0,BENIGN
11607.0,26.0,BENIGN
50.0,78.0,BENIGN
94.0,452.0,BENIGN
82.0,212.0,BENIGN
6.0,6.0,BENIGN
6.0,6.0,BENIGN
0.0,0.0,BENIGN
0.0,0.0,BENIGN
92.0,19.0,BENIGN
433.0,656.0,BENIGN
87.0,292.0,BENIGN
60.0,212.0,BENIGN
0.0,0.0,BENIGN
62.0,118.0,BENIGN
6.0,6.0,BENIGN
70.0,166.0,BENIGN
626.0,419.0,BENIGN
82.0,194.0,BENIGN
12.0,65.0,BENIGN
64.0,204.0,BENIGN
60.0,264.0,BENIGN
68.0,380.0,BENIGN
12.0,0.0,BENIGN
0.0,0.0,BENIGN
48.0,48.0,BENIGN
574.0,917.0,BENIGN
0.0,0.0,BENIGN
0.0,12.0,BENIGN
12.0,0.0,BENIGN
88.0,120.0,BENIGN
0.0,0.0,BENIGN
135.0,46.0,BENIGN
0.0,37.0,BENIGN
657.0,61579.0,BENIGN
94.0,206.0,BENIGN
6.0,6.0,BENIGN
116.0,160.0,BENIGN
4.0,0.0,BENIGN
51.0,117.0,BENIGN
12.0,0.0,BENIGN
48.0,48.0,BENIGN
0.0,0.0,BENIGN
2153.0,4425.0,BENIGN
100.0,199.0,BENIGN
56.0,84.0,BENIGN
376.0,3508.0,BENIGN
82.0,210.0,BENIGN
98.0,175.0,BENIGN
46.0,46.0,BENIGN
102.0,158.0,BENIGN
90.0,188.0,BENIGN
120.0,250.0,BENIGN
37.0,0.0,BENIGN
47.0,128.0,BENIGN
0.0,0.0,BENIGN
60.0,264.0,BENIGN
0.0,0.0,BENIGN
871.0,24278.0,BENIGN
48.0,147.0,BENIGN
51.0,111.0,BENIGN
6.0,6.0,BENIGN
0.0,0.0,BENIGN
6.0,12.0,BENIGN
11595.0,336.0,BENIGN
383.0,46110.0,BENIGN
650.0,0.0,BENIGN
1080.0,14272.0,BENIGN
72.0,136.0,BENIGN
0.0,0.0,BENIGN
68.0,132.0,BENIGN
60.0,76.0,BENIGN
72.0,146.0,BENIGN
0.0,0.0,BENIGN
5116.0,1998.0,BENIGN
12.0,0.0,BENIGN
882.0,5800.0,BENIGN
12.0,0.0,BENIGN
176.0,144.0,BENIGN
366.0,3710.0,BENIGN
76.0,270.0,BENIGN
0.0,0.0,BENIGN
4.0,12.0,BENIGN
94.0,264.0,BENIGN
12.0,0.0,BENIGN
88.0,188.0,BENIGN
1792.0,2990.0,BENIGN
0.0,0.0,BENIGN
70.0,358.0,BENIGN
70.0,178.0,BENIGN
70.0,210.0,BENIGN
84.0,228.0,BENIGN
610.0,4032.0,BENIGN
44.0,215.0,BENIGN
62.0,318.0,BENIGN
50.0,150.0,BENIGN
68.0,388.0,BENIGN
48.0,112.0,BENIGN
74.0,262.0,BENIGN
80.0,202.0,BENIGN
2070.0,1566.0,BENIGN
921.0,48705.0,BENIGN
356.0,3932.0,BENIGN
104.0,220.0,BENIGN
49.0,129.0,BENIGN
72.0,104.0,BENIGN
4.0,0.0,BENIGN
50.0,66.0,BENIGN
1583.0,4887.0,BENIGN
599.0,152.0,BENIGN
11607.0,68.0,BENIGN
56.0,568.0,BENIGN
0.0,0.0,BENIGN
0.0,0.0,BENIGN
78.0,282.0,BENIGN
446.0,5471.0,BENIGN
12.0,0.0,BENIGN
88.0,152.0,BENIGN
45.0,95.0,BENIGN
86.0,220.0,BENIGN
248.0,0.0,BENIGN
45.0,127.0,BENIGN
1091.0,3122.0,BENIGN
64.0,120.0,BENIGN
48.0,142.0,BENIGN
1254.0,7087.0,BENIGN
58.0,139.0,BENIGN
41.0,76.0,BENIGN
1242.0,506.0,BENIGN
46.0,46.0,BENIGN
0.0,0.0,BENIGN
80.0,202.0,BENIGN
377.0,39618.0,BENIGN
592.0,4020.0,BENIGN
48.0,48.0,BENIGN
78.0,110.0,BENIGN
100.0,192.0,BENIGN
58.0,74.0,BENIGN
41.0,153.0,BENIGN
106.0,268.0,BENIGN
55.0,83.0,BENIGN
12.0,0.0,BENIGN
94.0,206.0,BENIGN
68.0,100.0,BENIGN
40.0,112.0,BENIGN
423.0,790.0,BENIGN
280.0,6.0,BENIGN
80.0,112.0,BENIGN
64.0,117.0,BENIGN
107.0,155.0,BENIGN
0.0,0.0,BENIGN
39.0,138.0,BENIGN
12976.0,56.0,BENIGN
12.0,0.0,BENIGN
69.0,133.0,BENIGN
466.0,1397.0,BENIGN
12.0,6.0,BENIGN
54.0,438.0,BENIGN
76.0,108.0,BENIGN
43.0,143.0,BENIGN
70.0,152.0,BENIGN
12.0,0.0,BENIGN
12.0,0.0,BENIGN
48.0,88.0,BENIGN
84.0,228.0,BENIGN
145576.0,31703.0,BENIGN
48.0,48.0,BENIGN
27.0,0.0,BENIGN
37.0,0.0,BENIGN
4.0,0.0,BENIGN
57.0,89.0,BENIGN
88.0,188.0,BENIGN
106.0,170.0,BENIGN
1075.0,4916.0,BENIGN
78.0,152.0,BENIGN
0.0,0.0,BENIGN
62.0,284.0,BENIGN
68.0,158.0,BENIGN
116.0,162.0,BENIGN
12976.0,56.0,BENIGN
0.0,0.0,BENIGN
46.0,224.0,BENIGN
61.0,122.0,BENIGN
136.0,166.0,BENIGN
371.0,3679.0,BENIGN
156.0,134.0,BENIGN
6.0,6.0,BENIGN
124.0,0.0,BENIGN
58.0,232.0,BENIGN
47.0,109.0,BENIGN
42.0,80.0,BENIGN
57.0,141.0,BENIGN
0.0,0.0,BENIGN
31.0,6.0,BENIGN
66.0,470.0,BENIGN
46.0,46.0,BENIGN
88.0,162.0,BENIGN
72.0,264.0,BENIGN
76.0,354.0,BENIGN
6.0,6.0,BENIGN
64.0,432.0,BENIGN
12.0,0.0,BENIGN
76.0,274.0,BENIGN
0.0,0.0,BENIGN
58.0,74.0,BENIGN
201.0,0.0,BENIGN
4.0,0.0,BENIGN
69.0,85.0,BENIGN
528.0,79.0,BENIGN
76.0,300.0,BENIGN
76.0,172.0,BENIGN
88.0,166.0,BENIGN
64.0,117.0,BENIGN
68.0,196.0,BENIGN
68.0,192.0,BENIGN
1234.0,7805.0,BENIGN
55.0,118.0,BENIGN
1232.0,3708.0,BENIGN
80.0,452.0,BENIGN
6.0,6.0,BENIGN
74.0,186.0,BENIGN
43.0,59.0,BENIGN
50.0,98.0,BENIGN
0.0,0.0,BENIGN
37.0,0.0,BENIGN
4.0,0.0,BENIGN
1392.0,4520.0,BENIGN
35.0,0.0,BENIGN
0.0,0.0,BENIGN
2521.0,8083.0,BENIGN
0.0,0.0,BENIGN
142.0,398.0,BENIGN
0.0,0.0,BENIGN
114.0,12.0,BENIGN
2022.0,33383.0,BENIGN
12.0,0.0,BENIGN
48.0,88.0,BENIGN
80.0,112.0,BENIGN
12.0,0.0,BENIGN
136.0,472.0,BENIGN
60.0,264.0,BENIGN
0.0,0.0,BENIGN
64.0,120.0,BENIGN
12.0,0.0,BENIGN
76.0,376.0,BENIGN
914.0,6556.0,BENIGN
435.0,555.0,BENIGN
57.0,106.0,BENIGN
2086.0,6727.0,BENIGN
76.0,266.0,BENIGN
72.0,136.0,BENIGN
0.0,0.0,BENIGN
364.0,3304.0,BENIGN
356.0,5284.0,BENIGN
1744.0,1636.0,BENIGN
6.0,30.0,BENIGN
88.0,228.0,BENIGN
6.0,0.0,BENIGN
2386.0,1311.0,BENIGN
0.0,0.0,BENIGN
437.0,859.0,BENIGN
0.0,0.0,BENIGN
0.0,0.0,BENIGN
105.0,426.0,BENIGN
684.0,79.0,BENIGN
0.0,0.0,BENIGN
82.0,162.0,BENIGN
78.0,182.0,BENIGN
0.0,0.0,BENIGN
1112.0,6772.0,BENIGN
252.0,252.0,BENIGN
60.0,614.0,BENIGN
6.0,12.0,BENIGN
874.0,1592.0,BENIGN
12.0,0.0,BENIGN
99.0,212.0,BENIGN
12.0,0.0,BENIGN
45.0,192.0,BENIGN
53.0,166.0,BENIGN
0.0,0.0,BENIGN
308.0,322.0,BENIGN
72.0,246.0,BENIGN
173.0,424.0,BENIGN
0.0,0.0,BENIGN
37.0,0.0,BENIGN
88.0,120.0,BENIGN
6.0,6.0,BENIGN
88.0,120.0,BENIGN
47.0,175.0,BENIGN
80.0,452.0,BENIGN
0.0,0.0,BENIGN
0.0,0.0,BENIGN
152.0,180.0,BENIGN
6.0,6.0,BENIGN
78.0,110.0,BENIGN
83.0,0.0,BENIGN
94.0,542.0,BENIGN
43.0,6.0,BENIGN
74.0,238.0,BENIGN
45.0,61.0,BENIGN
199.0,1650.0,BENIGN
49.0,0.0,BENIGN
51.0,124.0,BENIGN
76.0,178.0,BENIGN
123.0,46.0,BENIGN
88.0,188.0,BENIGN
380.0,3013.0,BENIGN
84.0,162.0,BENIGN
47.0,273.0,BENIGN
82.0,182.0,BENIGN
599.0,152.0,BENIGN
46.0,46.0,BENIGN
433.0,1811.0,BENIGN
55.0,183.0,BENIGN
82.0,114.0,BENIGN
6.0,12.0,BENIGN
76.0,154.0,BENIGN
80.0,202.0,BENIGN
0.0,0.0,BENIGN
864.0,3610.0,BENIGN
83.0,6.0,BENIGN
6.0,12.0,BENIGN
93.0,175.0,BENIGN
